gid,lon,lat
¤ì‚¬5656,127.0071614000,37.6068966400
¤ì‚¬5965,127.0406499000,37.6881520400
¤ì‚¬4853,126.9167394000,37.5794441800
¤ì‚¬5938,127.0421419000,37.4447936000
¤ì‚¬5661,127.0068637000,37.6519623100
¤ì‚¬5251,126.9621690000,37.5616329900
¤ì‚¬6458,127.0976990000,37.6252668700
¤ì‚¬5765,127.0179667000,37.6880615000
¤ì‚¬5957,127.0410938000,37.6160468900
¤ì‚¬5341,126.9741242000,37.4715514300
¤ì‚¬5056,126.9391864000,37.6065931900
¤ì‚¬6440,127.0985699000,37.4630260800
¤ì‚¬4957,126.9277883000,37.6155518600
¤ì‚¬7151,127.1772972000,37.5624170000
¤ì‚¬5854,127.0299333000,37.5889626600
¤ì‚¬4344,126.8608081000,37.4980334100
¤ì‚¬4750,126.9056294000,37.5523484400
¤ì‚¬6544,127.1096900000,37.4991179000
¤ì‚¬5346,126.9738081000,37.5166179000
¤ì‚¬4951,126.9282022000,37.5614733700
¤ì‚¬4751,126.9055578000,37.5613615300
¤ì‚¬5044,126.9399963000,37.4984353400
¤ì‚¬5946,127.0417017000,37.5169008600
¤ì‚¬6261,127.0748806000,37.6522270300
¤ì‚¬4852,126.9168097000,37.5704310900
¤ì‚¬3551,126.7696945000,37.5605992800
¤ì‚¬5344,126.9739346000,37.4985913600
¤ì‚¬5766,127.0179083000,37.6970745500
¤ì‚¬5254,126.9619745000,37.5886724600
¤ì‚¬6656,127.1204550000,37.6073153800
¤ì‚¬5442,126.9853711000,37.4806145600
¤ì‚¬4546,126.8832849000,37.5161799300
¤ì‚¬6144,127.0644378000,37.4989597200
¤ì‚¬6347,127.0869149000,37.5260812100
¤ì‚¬5443,126.9853093000,37.4896278800
¤ì‚¬6641,127.1211397000,37.4721142600
¤ì‚¬4646,126.8946002000,37.5162384700
¤ì‚¬6541,127.1098307000,37.4720774600
¤ì‚¬3550,126.7697825000,37.5515864300
¤ì‚¬4939,126.9290266000,37.4533149000
¤ì‚¬5746,127.0190704000,37.5168108800
¤ì‚¬4549,126.8830622000,37.5432192200
¤ì‚¬5142,126.9514409000,37.4804618900
¤ì‚¬5548,126.9963180000,37.5347431100
¤ì‚¬5950,127.0414810000,37.5529541500
¤ì‚¬5348,126.9736814000,37.5346444000
¤ì‚¬6945,127.1549011000,37.5082722400
¤ì‚¬5564,126.9953446000,37.6789535700
¤ì‚¬4154,126.8373860000,37.5880387900
¤ì‚¬3754,126.7920821000,37.5877757700
¤ì‚¬5237,126.9630732000,37.4354471900
¤ì‚¬6657,127.1204092000,37.6163286800
¤ì‚¬5459,126.9843162000,37.6338391900
¤ì‚¬4454,126.8713643000,37.5882246500
¤ì‚¬5559,126.9956495000,37.6338881800
¤ì‚¬6460,127.0976018000,37.6432933400
¤ì‚¬4241,126.8497301000,37.4709323300
¤ì‚¬6461,127.0975531000,37.6523065600
¤ì‚¬3856,126.8032400000,37.6058688500
¤ì‚¬6238,127.0760564000,37.4449201200
¤ì‚¬6036,127.0535538000,37.4268098700
¤ì‚¬3750,126.7924233000,37.5517242900
¤ì‚¬3748,126.7925936000,37.5336984600
¤ì‚¬6266,127.0746234000,37.6972927900
¤ì‚¬4837,126.9178604000,37.4352331700
¤ì‚¬4453,126.8714401000,37.5792116600
¤ì‚¬6452,127.0979900000,37.5711871000
¤ì‚¬3552,126.7696065000,37.5696121100
¤ì‚¬5038,126.9403997000,37.4443556700
¤ì‚¬6651,127.1206837000,37.5622486900
¤ì‚¬5458,126.9843785000,37.6248260900
¤ì‚¬6459,127.0976504000,37.6342801100
¤ì‚¬3752,126.7922528000,37.5697500500
¤ì‚¬5565,126.9952835000,37.6879666000
¤ì‚¬3652,126.7809296000,37.5696816300
¤ì‚¬5137,126.9517700000,37.4353953100
¤ì‚¬5239,126.9629444000,37.4534739000
¤ì‚¬6552,127.1093140000,37.5712251200
¤ì‚¬4759,126.9049839000,37.6334657800
¤ì‚¬3848,126.8039114000,37.5337657200
¤ì‚¬5340,126.9741873000,37.4625380900
¤ì‚¬6136,127.0648559000,37.4268520200
¤ì‚¬4054,126.8260600000,37.5879746700
¤ì‚¬5866,127.0292513000,37.6971203800
¤ì‚¬4637,126.8952542000,37.4351196700
¤ì‚¬6166,127.0632804000,37.6972513200
¤ì‚¬6852,127.1432861000,37.5713326600
¤ì‚¬7250,127.1886574000,37.5534339700
¤ì‚¬3653,126.7808430000,37.5786944700
¤ì‚¬4655,126.8939435000,37.5973561400
¤ì‚¬4452,126.8715158000,37.5701986500
¤ì‚¬5037,126.9404668000,37.4353423400
¤ì‚¬5138,126.9517042000,37.4444086500
¤ì‚¬3751,126.7923381000,37.5607371800
¤ì‚¬6464,127.0974071000,37.6793461300
¤ì‚¬4141,126.8384217000,37.4708695600
¤ì‚¬5937,127.0421968000,37.4357801300
¤ì‚¬5139,126.9516384000,37.4534219800
¤ì‚¬3753,126.7921675000,37.5787629200
¤ì‚¬5665,127.0066251000,37.6880146000
¤ì‚¬6439,127.0986180000,37.4540125800
¤ì‚¬4555,126.8826160000,37.5972974300
¤ì‚¬5936,127.0422517000,37.4267666500
¤ì‚¬3955,126.8146513000,37.5969223300
¤ì‚¬4353,126.8601153000,37.5791508100
¤ì‚¬6553,127.1092669000,37.5802384600
¤ì‚¬6463,127.0974558000,37.6703329600
¤ì‚¬5261,126.9615196000,37.6517640400
¤ì‚¬5238,126.9630088000,37.4444605600
¤ì‚¬6366,127.0859665000,37.6973331600
¤ì‚¬4441,126.8723469000,37.4710546300
¤ì‚¬6237,127.0761072000,37.4359066100
¤ì‚¬5462,126.9841292000,37.6608784200
¤ì‚¬5666,127.0065654000,37.6970276300
¤ì‚¬5839,127.0307808000,37.4537627100
¤ì‚¬3855,126.8033240000,37.5968560100
¤ì‚¬4938,126.9290951000,37.4443016100
¤ì‚¬4761,126.9048401000,37.6514917000
¤ì‚¬6241,127.0759037000,37.4719605600
¤ì‚¬6066,127.0519373000,37.6972087700
¤ì‚¬6462,127.0975045000,37.6613197700
¤ì‚¬6942,127.1550255000,37.4812317100
¤ì‚¬5838,127.0308371000,37.4447492700
¤ì‚¬5460,126.9842539000,37.6428522800
¤ì‚¬3755,126.7919968000,37.5967886000
¤ì‚¬3651,126.7810163000,37.5606687700
¤ì‚¬5338,126.9743135000,37.4445113800
¤ì‚¬3649,126.7811894000,37.5426430200
¤ì‚¬5439,126.9855564000,37.4535745000
¤ì‚¬6551,127.1093611000,37.5622117700
¤ì‚¬3849,126.8038276000,37.5427786600
¤ì‚¬3850,126.8037437000,37.5517915800
¤ì‚¬4551,126.8829136000,37.5612453500
¤ì‚¬6558,127.1090311000,37.6253049600
¤ì‚¬5562,126.9954666000,37.6609274500
¤ì‚¬6140,127.0646470000,37.4629059800
¤ì‚¬6947,127.1548180000,37.5262992000
¤ì‚¬4253,126.8487906000,37.5790888800
¤ì‚¬5763,127.0180833000,37.6700353600
¤ì‚¬6654,127.1205465000,37.5892887500
¤ì‚¬5837,127.0308933000,37.4357358100
¤ì‚¬6465,127.0973584000,37.6883592900
¤ì‚¬4041,126.8271134000,37.4708057000
¤ì‚¬5358,126.9730466000,37.6247760300
¤ì‚¬5260,126.9615847000,37.6427510000
¤ì‚¬5339,126.9742504000,37.4535247400
¤ì‚¬6752,127.1319620000,37.5712979000
¤ì‚¬4053,126.8261412000,37.5789617500
¤ì‚¬7249,127.1886949000,37.5444205100
¤ì‚¬4552,126.8828393000,37.5702583900
¤ì‚¬6265,127.0746749000,37.6882796600
¤ì‚¬5259,126.9616497000,37.6337379400
