id,영업상태,상세주소,약국명,위도,경도
PHMH320223190033087500006,영업/정상,서울특별시 동작구 여의대방로22길 121 14531454호 (신대방동 보라매자이 더 포레스트),세븐일레븐 보라매자이점,193441.389289517,444008.600480435
PHMH320203240033087500032,영업/정상,서울특별시 강동구 양재대로111길 54 1층 101호 (길동 이스트드림힐아파트),롯데씨브이에스711 길동드림힐점,211996.200294662,448413.6296306
PHMH320223130033087500017,영업/정상,서울특별시 마포구 마포대로 246 상가동 비210 비211호 (아현동 마포센트럴 아이파크),씨유아현아이파크점,196331.4728161,450365.84185939
PHMH320223030033087500019,영업/정상,서울특별시 성동구 연무장7길 12 세대빌딩 104호 (성수동2가),GS25성수세대,204780.982340553,449043.607254236
PHMH320223070034087500021,영업/정상,서울특별시 성북구 서경로 28 상가동 1층 61013호 (정릉동 길음뉴타운 데시앙),(주)코리아세븐 정릉데시앙점,201353.035250566,456009.482808603
PHMH320223190033087500005,영업/정상,서울특별시 동작구 여의대방로 130-1 1층 (대방동),세븐일레븐 동작대방점,192911.940453487,444051.983446306
PHMH320223220033087500018,영업/정상,서울특별시 강남구 자곡로 192 강남푸르지오시티 2차 101호 (자곡동),이마트24 R자곡시티점,209135.58142461,441361.805588895
PHMH320203230034087500045,영업/정상,서울특별시 송파구 올림픽로32길 47 1층 (방이동),미니스톱 방이2점,209781.397685067,445620.010257763
PHMH320223140033087500011,영업/정상,서울특별시 양천구 남부순환로79길 21(신월동),씨유 목동아이파크점,185970.092964626,446138.930604532
PHMH320223100034087500009,영업/정상,서울특별시 노원구 덕릉로 780 101동 상가146 147 148호 (상계동 동아불암아파트),지에스25상계정원점,206961.390230248,462732.18472229
PHMH320173230034087500033,영업/정상,서울특별시 송파구 삼학사로12길 6 호정빌딩 1층 (석촌동),지에스25 송파돌마리점,208555.387696552,444364.65982022
PHMH320123220033087500486,영업/정상,서울특별시 강남구 광평로 295 사이룩스오피스텔 서관 103104호 (수서동),이마트24 R수서사이룩스점,209144.783150288,442922.611326787
PHMH320223220033087500019,영업/정상,서울특별시 강남구 개포로 623 대청타워 112113호동 (개포동),롯데씨브이에스711(주)대청역점,206970.919291372,443574.411625824
PHMH320223090033087500010,영업/정상,서울특별시 도봉구 노해로61길 4 지층 101호 (창동 리솜하우스),지에스(GS)25 도봉중앙점,203256.066306557,461035.020717897
PHMH320223000034087500007,영업/정상,서울특별시 종로구 종로 6 광화문우체국 1층 로비일부 (서린동),세븐일레븐 광화문우체국점,197995.218793409,451945.047247204
PHMH320223020033087500012,영업/정상,서울특별시 용산구 이촌로 182 108호 (이촌동),지에스25 동부이촌점,197044.277002519,446549.892594467
PHMH320223230034087500015,영업/정상,서울특별시 송파구 양재대로 1218 제에프동 1층 106호 (방이동 올림픽선수기자촌아파트),씨유 송파올림픽점,211986.297245596,446156.529775445
PHMH320213220033087500070,영업/정상,서울특별시 강남구 테헤란로34길 7(역삼동),롯데씨브이에스711(주) 역삼태광점,203489.157368474,444321.493440455
PHMH320213220033087500058,영업/정상,서울특별시 강남구 자곡로 204-5 강남 지웰홈스 104호 (자곡동),롯데씨브이에스711(주) 자곡신영점,209253.71833848,441349.165858561
PHMH320223020033087500005,영업/정상,서울특별시 용산구 효창원로 264 2층 (서계동),(주)코리아세븐 용산만리점,196736.39750515,449827.847203658
PHMH320203220033087500054,영업/정상,서울특별시 강남구 선릉로129길 5 1층 101호 (논현동),롯데씨브이에스711 논현행운점,203559.445659984,446001.758937478
PHMH320203220033087500026,영업/정상,서울특별시 강남구 테헤란로88길 10 신안메트로칸 1층 108호 (대치동),롯데씨브이에스711(주) 메트로칸점,205185.569667333,444964.438665335
PHMH320223240033087500015,영업/정상,서울특별시 강동구 고덕로62길 48 신동아아파트 상가 108호 109호 (명일동),씨유 고덕신동아점,213371.152528482,450173.900732264
PHMH320193220033087500098,영업/정상,서울특별시 강남구 언주로 427 1층 103호 (역삼동 디오빌역삼),롯데씨브이에스 711(주) 역삼디오빌점,203705.022134018,444361.30601261
PHMH320183230034087500044,영업/정상,서울특별시 송파구 석촌호수로 61 트리지움 1층 113114115호 (잠실동),씨유뉴잠실트리지움점,207553.918225133,445383.338011122
PHMH320223140033087500010,영업/정상,서울특별시 양천구 중앙로29길 11 지하2층 101호 103호 (신정동),지에스25 목동호반써밋점,186922.773356814,446036.474715897
PHMH320173120033087500018,영업/정상,서울특별시 서대문구 홍제원길 11 (홍제동 보성빌딩),씨유 인왕산점,195286.302724472,453837.778694146
PHMH320223200033087500017,영업/정상,서울특별시 관악구 남부순환로191길 8(봉천동),지에스25(GS25) 관악당곡점,194133.423487329,442601.719425132
PHMH320143140033087500026,영업/정상,서울특별시 양천구 목동중앙남로 100 상가동 111호 (목동 성원아파트),세븐일레븐목동성원점,187864.50227698,448953.063207171
PHMH320223050034087500005,영업/정상,서울특별시 동대문구 고미술로 71 1층 108호 (답십리동 현대썬앤빌 청계),씨유 답십리썬앤빌점,204802.884455346,451543.494717439
PHMH320223150037087500020,영업/정상,서울특별시 강서구 화곡로68길 36 에이스에이존 112호 (등촌동),씨유 등촌에이스에이존점,187220.501972892,450708.972803874
PHMH320223120033087500006,영업/정상,서울특별시 서대문구 이화여대8길 123 107108호 (북아현동 힐스테이트 신촌),씨유 신촌힐스테이트점,195603.439807215,451086.627831292
PHMH320223150037087500019,영업/정상,서울특별시 강서구 화곡로68길 82 강서아이티밸리 106호 (등촌동),GS25 강서IT밸리점,187415.243430985,450594.61195944
PHMH320223100034087500016,영업/정상,서울특별시 노원구 동일로231길 86 상가1동 102103호 (상계동 현대2차아파트),(주)코리아세븐 상계현대센터점,204377.840122764,463320.693022112
PHMH320223170035087500007,영업/정상,서울특별시 금천구 벚꽃로 104 독산역 롯데캐슬 B205호 (독산동),세븐일레븐 롯데타워점,,
PHMH320223080033087500009,영업/정상,서울특별시 강북구 삼양로77가길 9 삼보빌딩 1층 (수유동),(주)코리아세븐 수유삼양로점,201439.042814751,458572.676380351
PHMH320223190033087500004,영업/정상,서울특별시 동작구 국사봉1길 108 1층 (상도동),세븐일레븐 동작서한점,193896.978079949,443829.812521952
PHMH320223030033087500007,영업/정상,서울특별시 성동구 왕십리로 284 1층 (행당동),씨유 행당삼부소월점,203194.269628402,450837.622653345
PHMH320223110032087500014,영업/정상,서울특별시 은평구 응암로 254 104호 (응암동),(주)코리아세븐 은평밝은점,192745.683250565,454693.062739803
PHMH320223160034087500008,영업/정상,서울특별시 구로구 항동로3길 6 가온 프라자 107108호 (항동),씨유 항동3단지점,184394.439329436,442081.173738885
PHMH320223040033087500015,영업/정상,서울특별시 광진구 능동로 268 동산빌딩 1층 101호 (능동),(주)코리아세븐동부센터점,206826.516479071,450178.536506659
PHMH320223230034087500020,영업/정상,서울특별시 송파구 백제고분로50길 19-28 1층 (방이동),(주)코리아세븐 방이프리미엄점,210361.161631939,445846.812940395
PHMH320223070034087500016,영업/정상,서울특별시 성북구 북악산로 1059 1층 (종암동),세븐일레븐 종암고대점,203076.939418852,454483.543109637
PHMH320223000034087500008,영업/정상,서울특별시 종로구 돈화문로 66 원광빌딩 1층 (와룡동),세븐일레븐 종로뉴익선점,199153.425066203,452459.177175342
PHMH320223110032087500013,영업/정상,서울특별시 은평구 연서로 162 1층 (대조동),지에스(GS)25 연서로점,192679.159197802,456765.950221384
PHMH320223120033087500009,영업/정상,서울특별시 서대문구 신촌로35길 10 402엠동 216217호 (북아현동 이편한세상신촌),씨유 북아현뉴타운점,195993.99464336,450618.592067302
PHMH320223100034087500013,영업/정상,서울특별시 노원구 공릉로34길 38 태강아파트 분산상가동 1층 102호 (공릉동),지에스25(GS25)공릉태강점,207274.300313358,457909.125969428
PHMH320223070034087500017,영업/정상,서울특별시 성북구 성북로 105(성북동),세븐일레븐 성북한옥촌점,199679.003875933,454488.996514327
PHMH320223090033087500006,영업/정상,서울특별시 도봉구 노해로70길 81 1층 106호 107호 (창동),지에스(GS)25 창4동점,204569.769384803,460720.689890064
PHMH320223230034087500008,영업/정상,서울특별시 송파구 가락로28길 15 1층 45호 (송파동),롯데씨브이에스711 송파삼성점,210331.122175932,444862.51819616
PHMH320193220033087500051,영업/정상,서울특별시 강남구 도산대로57길 7 1층 (청담동),롯데씨브이에스711 청담누리점,203564.4429231,446871.368630358
PHMH320223080033087500006,영업/정상,서울특별시 강북구 삼양로27길 43 위브 테라스 파크 b04 b05호 (미아동),지에스25 미아위브점,201598.511376716,457357.306972319
PHMH320203060034087500011,영업/정상,서울특별시 중랑구 면목로65길 65   (면목동),씨유중랑제일점,207391.963107816,453831.72531495
PHMH320223220033087500014,영업/정상,서울특별시 강남구 선릉로76길 25 진범빌딩 1층 (대치동),지에스25 대치타운점,204577.355987093,444422.655296468
PHMH320223040033087500011,영업/정상,서울특별시 광진구 능동로4길 17 원우상가 1층 (자양동),지에스25뚝섬유원지점,206011.728357801,447910.588323863
PHMH320123240033087500087,영업/정상,서울특별시 강동구 올림픽로 651 예경빌딩 1층 (천호동),지에스(GS)25 천호역점,210830.134427385,448618.9907646
PHMH320223070034087500026,영업/정상,서울특별시 성북구 월계로36길 27 꿈의숲대명루첸아파트 상가101102103104105호 (장위동 꿈의숲대명루첸아파트),지에스25 성북꿈의숲,204079.994702647,457579.21641655
PHMH320223130033087500019,영업/정상,서울특별시 마포구 포은로 29 신성빌딩 1층 (합정동),씨유 마포양화공원점,191793.751535606,449788.2113898
PHMH320223030033087500005,영업/정상,서울특별시 성동구 독서당로 187 옥수동극동아파트상가 지하1층 001호 (옥수동),씨유 옥수극동점,200951.206580662,449000.920061846
PHMH320223080033087500005,영업/정상,서울특별시 강북구 한천로144길 35 1층 (수유동),씨유 강북신흥점,202271.519010224,460019.655201994
PHMH320223200033087500026,영업/정상,서울특별시 관악구 난곡로30길 27 101동 101호 (신림동 아름채),지에스25 난곡센터점,193023.089561744,441053.651871525
PHMH320223110032087500011,영업/정상,서울특별시 은평구 통일로 708-8 경인에버빌 1층 101호 (불광동),씨유 불광햇빛점,193911.290506116,456386.060262269
PHMH320213230034087500035,영업/정상,서울특별시 송파구 올림픽로47길 19 오성빌딩 1층 (풍납동),롯데씨브이에스711 풍납점,210231.822848068,447358.523151468
PHMH320223040033087500010,영업/정상,서울특별시 광진구 동일로64길 9 양지마트 1층 (중곡동),세븐일레븐중곡양지점,206582.545805485,450957.081913477
PHMH320223100034087500008,영업/정상,서울특별시 노원구 한글비석로 396 109동 1층 117 118호 (상계동 벽산아파트),이마트24 상계벽산점,206356.052509483,462123.008334776
PHMH320223120033087500005,영업/정상,서울특별시 서대문구 세무서8길 30 상가동 1층 11호 (홍제동 홍제역해링턴플레이스),세븐일레븐 홍제해링턴점,195387.622258064,454191.447092985
PHMH320173230034087500006,영업/정상,서울특별시 송파구 양재대로 1218 상가지동 101102호 (방이동 올림픽선수기자촌아파트),GS25송파오륜점,211986.297245596,446156.529775445
PHMH320223150037087500009,영업/정상,서울특별시 강서구 초원로 56 1층 (방화동),씨유 방화제일점,183283.557491626,451719.353764503
PHMH320223180034087500018,영업/정상,서울특별시 영등포구 여의대방로68길 15 영창빌딩 102103호 (여의도동),지에스25 여의월드점,193999.840415079,446201.591130575
PHMH320223140033087500009,영업/정상,서울특별시 양천구 목동동로 130 상가비동 1층 119 120호 (신정동 목동신시가지아파트14단지),지에스25 목동스퀘어점,188467.215363052,446003.941216623
PHMH320223150037087500016,영업/정상,서울특별시 강서구 송정로4길 46 1층 (공항동),GS25 공항제일점,183453.509598756,450691.83070438
PHMH320223180034087500009,영업/정상,서울특별시 영등포구 선유로40길 7 201동 1층 103호 (양평동3가 삼익플라주아파트),씨유 양평플라워점,190578.306098262,447590.331832155
PHMH320223220033087500020,영업/정상,서울특별시 강남구 논현로 327 명호빌딩 1층 (역삼동),씨유역삼형지점,203435.2,443583.695
PHMH320223180034087500011,영업/정상,서울특별시 영등포구 시흥대로 621-1(대림동),씨유 영등포자이르네점,191544.985670063,442871.749486384
PHMH320223060034087500016,영업/정상,서울특별시 중랑구 동일로92길 40 2동 104호 (면목동 사가정 센트럴 아이파크),씨유 사가정아이파크점,207188.590618424,453452.726055615
PHMH320223170035087500012,영업/정상,서울특별시 금천구 시흥대로104길 20 한스빌 (독산동),씨유 독산소비자점,190976.938978625,440262.458085627
PHMH320223130033087500010,영업/정상,서울특별시 마포구 성미산로 33 1층 (성산동),지에스(GS)25 성산본점,192149.341747019,450749.38512193
PHMH320223210034087500013,영업/정상,서울특별시 서초구 효령로 18 1층 (방배동),(주)코리아세븐 서초방배본점,198787.689528508,441665.146287428
PHMH320223150037087500008,영업/정상,서울특별시 강서구 양천로 418 1층 (등촌동),지에스25 가양데시앙점,186483.204469613,451389.093630569
PHMH320223160034087500011,영업/정상,서울특별시 구로구 연동로11길 26 1층 (항동),(주)코리아세븐 항동하버라인점,184178.96954649,442366.388662626
PHMH320223040033087500009,영업/정상,서울특별시 광진구 능동로 120-1 건국대학교병원 지하1층 (화양동),(주)코리아세븐 건국대학교병원점,206303.03222946,448689.878161826
PHMH320223240033087500017,영업/정상,서울특별시 강동구 양재대로96길 8 1층 (둔촌동),씨유(CU) 둔촌미소점,212092.992231159,447500.095768368
PHMH320223020033087500004,영업/정상,서울특별시 용산구 원효로41길 14 1층 (원효로3가),지에스25  용산원효점,196261.020327974,448012.140260946
PHMH320203080033087500016,영업/정상,서울특별시 강북구 삼양로19길 214 금강빌딩 101호~105호 (미아동),롯데씨브이에스711(주) 삼각산SK점,201293.723872419,457479.348898803
PHMH320223080033087500004,영업/정상,서울특별시 강북구 도봉로 370 1층 (번동),씨유 강북번동점,202417.224453008,459737.258438807
PHMH320193150037087500041,영업/정상,서울특별시 강서구 강서로 378 1층 103호 (등촌동),롯데씨브이에스711 발산역점,185693.810190204,450792.279496426
PHMH320223100034087500006,영업/정상,서울특별시 노원구 동일로183길 9 1층 (공릉동),씨유 공릉마중점,206386.892157069,457858.265073743
PHMH320223100034087500007,영업/정상,서울특별시 노원구 상계로 97 노원위너스빌딩 107호 (상계동),GS25 노원상계로점,205724.107695017,461637.438212638
PHMH320173240033087500022,영업/정상,서울특별시 강동구 천중로43길 51 1층 (천호동),세븐일레븐 강동천호점,212407.479586157,449019.819440341
PHMH320223070034087500015,영업/정상,서울특별시 성북구 숭인로8길 80 롯데캐슬클라시아상가 114호 (길음동),(주)코리아세븐 성북클라시아점,202321.560603349,456539.659508302
PHMH320223220033087500013,영업/정상,서울특별시 강남구 강남대로114길 41 성덕빌딩 1층 101호 (논현동),이마트24 R논현성덕빌딩점,202357.505356139,444942.466114521
PHMH320223240033087500014,영업/정상,서울특별시 강동구 양재대로121길 7 거송빌딩 1층 2호 (천호동),(주)코리아세븐 천호중앙본점,212398.829616396,448902.753612642
PHMH320173060034087500008,영업/정상,서울특별시 중랑구 용마산로118길 130 1층 (망우동 대원빌라),씨유 망우행복점,209439.9808135,455404.22225916
PHMH320223180034087500008,영업/정상,서울특별시 영등포구 영등포로33길 3-1 1층 (영등포동6가),지에스25 영등포현대점,191298.825003541,446518.019159434
PHMH320223130033087500009,영업/정상,서울특별시 마포구 월드컵로32길 31 1층 일부 (성산동),씨유 성산책길희망점,191654.671425009,451187.383348518
PHMH320143060034087500017,영업/정상,서울특별시 중랑구 면목로69길 16 (면목동 중랑지웰에스테이트 101-103),GS25 중랑지웰,207582.774861084,453883.177278714
PHMH320223200033087500015,영업/정상,서울특별시 관악구 신림로23길 49(신림동),씨유(CU) 관악동방점,194156.052025282,440728.838185574
PHMH320223140033087500008,영업/정상,서울특별시 양천구 화곡로3길 43 상가동 101호 (신월동 수명산 동원데쟈뷰 아파트),씨유 신월봄날점,184725.875363456,449016.297098733
PHMH320223040033087500017,영업/정상,서울특별시 광진구 동일로62길 13 1층 (중곡동),씨유광진중앙점,206558.315496904,450847.236865306
PHMH320223190033087500003,영업/정상,서울특별시 동작구 대림로 56 1층 (신대방동),지에스25 신대방장안점,191739.328430363,442924.562521885
PHMH320223010033087500013,영업/정상,서울특별시 중구 동호로 178 1층 (신당동),씨유 약수역점,200945.265627675,450226.825477041
PHMH320223230034087500014,영업/정상,서울특별시 송파구 위례송파로 80 1427동 101호 (거여동 송파 레이크파크 호반써밋Ⅱ),GS25 나눔위례호반점,,
PHMH320223110032087500021,영업/정상,서울특별시 은평구 수색로 200 105~7호 (증산동 DMC센트럴자이),지에스25증산센트럴점,191337.27325892,453194.537663327
PHMH320223050034087500004,영업/정상,서울특별시 동대문구 망우로 82 삼육서울병원 추모관 지하1층 (휘경동),(주)가온푸드유통 이마트24 추모관점,205622.517700168,454115.432829144
PHMH320223090033087500014,영업/정상,서울특별시 도봉구 방학로5길 74 1층 (쌍문동),씨유(CU)쌍문본점,203261.960370767,461907.226123861
PHMH320223120033087500004,영업/정상,서울특별시 서대문구 증가로 197 1층 (북가좌동),씨유 서대문하나점,192527.985852094,453052.38601804
PHMH320223190033087500012,영업/정상,서울특별시 동작구 노량진로 200 1층 일부호 (노량진동),지에스25노량진타운점,195324.934490753,445631.450029526
PHMH320223070034087500025,영업/정상,서울특별시 성북구 보문로 164 1층 (삼선동5가),지에스(GS)25 성북구청점,201420.68054445,454078.394536241
PHMH320223010033087500010,영업/정상,서울특별시 중구 마른내로 98 1층 (예관동),(주)코리아세븐 중구예관점,199828.050167615,451328.225413541
PHMH320223040033087500016,영업/정상,서울특별시 광진구 아차산로 244 상가1층 나1호의1/3호 (자양동),씨유(CU)건대입구역점,206135.089385369,448605.479182886
PHMH320223240033087500012,영업/정상,서울특별시 강동구 구천면로53길 21(암사동),지에스(GS)25 암사해리점,211945.001329731,449768.648765431
PHMH320223000034087500009,영업/정상,서울특별시 종로구 종로14길 32 동흥빌딩 1층 (관철동),(주)코리아세븐 종로삼일점,198758.72995572,451810.488000518
PHMH320223010033087500009,영업/정상,서울특별시 중구 청계천로 160 1층 (산림동),씨유 청계상가점,199521.200809167,451751.424132583
PHMH320223240033087500019,영업/정상,서울특별시 강동구 고덕로80길 123 고덕센트럴 IPARK(A상가) 108호 (상일동),지에스(GS)25 강동아이파크,,
PHMH320223130033087500008,영업/정상,서울특별시 마포구 월드컵로1길 40 1층 (합정동),지에스(GS)25 합정레인보우점,192042.824974292,449691.078208526
PHMH320223240033087500018,영업/정상,서울특별시 강동구 천중로53길 13 101102호 (길동),세븐일레븐 길동일등점,212760.138968101,448806.448890119
PHMH320223240033087500013,영업/정상,서울특별시 강동구 진황도로 100 108호 (길동 하이브),GS25 길동하이브점,212065.197936533,448156.65123895
PHMH320223020033087500013,영업/정상,서울특별시 용산구 이태원로 245 1층 (한남동),이마트24 R한남제일점,199942.258497449,448294.559595048
PHMH320223150037087500017,영업/정상,서울특별시 강서구 양천로26길 38 1층 (방화동 마곡보타닉경남아너스빌),씨유 강서도레미점,183908.453461714,452235.907439485
PHMH320213110032087500037,영업/정상,서울특별시 은평구 갈현로33길 14-1 1층 (갈현동),지에스25 갈현대성점,192407.97885649,457626.771154028
PHMH320213240033087500007,영업/정상,서울특별시 강동구 천호대로193길 40 한림빌딩 101호 (길동),세븐일레븐 길동점,212768.960555317,448302.377594077
PHMH320213030033087500002,영업/정상,서울특별시 성동구 광나루로 144 더 스페이스 타워 (성수동1가),씨유(CU) 성수스페이스타워점,,
PHMH320193090033087500006,영업/정상,서울특별시 도봉구 도당로13길 38 1층 (방학동),롯데씨브이에스711(주) 도봉방학점,202998.730735591,462656.950569475
PHMH320123100034087500031,영업/정상,서울특별시 노원구 덕릉로83길 12 (중계동),지에스(GS)25 상계희망점,206534.812343062,461969.111773807
PHMH320223230034087500022,영업/정상,서울특별시 송파구 오금로 95 국제빌딩 1층 102호 (방이동),세븐일레븐 방이국제점,209451.74737692,445731.246684667
PHMH320203040033087500031,영업/정상,서울특별시 광진구 영화사로11길 3 지하1층 (구의동),㈜코리아세븐 아차산프리미엄점,208185.272727666,450315.565082777
PHMH320153200033087500054,영업/정상,서울특별시 관악구 남부순환로161가길 6 1층 (신림동),세븐일레븐 신사드림점,192720.909131518,442565.041830416
PHMH320223010033087500014,영업/정상,서울특별시 중구 퇴계로20길 32 1층 (남산동2가),(주)코리아세븐 남산점,198685.379305504,450717.172958139
PHMH320223240033087500027,영업/정상,서울특별시 강동구 올림픽로104길 21 1층 (암사동 풍천아파트),씨유 뉴암사한강점(CU),211498.164096072,450390.399931411
PHMH320193200033087500035,영업/정상,서울특별시 관악구 조원중앙로1길 54 1층 (신림동),지에스25(GS25) 관악성진점,191228.411082685,442009.809519011
PHMH320223050034087500011,영업/정상,서울특별시 동대문구 왕산로 77 동대문베네스트2 지하1층 상가 101호 (용두동),지에스25 제기역점,202731.88282186,452904.934468443
PHMH320223160034087500012,영업/정상,서울특별시 구로구 도림로14길 15 1층 (구로동),GS25 뉴구로가온점,190174.909005274,442798.939947677
PHMH320223030033087500013,영업/정상,서울특별시 성동구 자동차시장3길 93 용답와이하우스 105호 (용답동),GS25 용답와이하우스점,,
PHMH320223070034087500022,영업/정상,서울특별시 성북구 동소문로47길 12 1층 (길음동),씨유 길음센터피스점,202496.976175537,456293.019075366
PHMH320193230034087500021,영업/정상,서울특별시 송파구 송파대로32길 8 1층 지하층 (가락동 가락우성아파트),씨유 가락우성점,210347.070743819,443830.404153393
PHMH320193200033087500025,영업/정상,서울특별시 관악구 신림로36길 22 1층 (신림동),지에스25(GS25) 관악은혜점,194502.183624248,441520.820141982
PHMH320183060034087500024,영업/정상,서울특별시 중랑구 동일로136길 10 1층 근생102~104호 (중화동 청원다미소아파트),지에스(GS)25 중화다미소,206994.154050121,455522.929612313
PHMH320223130033087500014,영업/정상,서울특별시 마포구 월드컵북로20안길 1 1층 101호 (성산동 성산온세빌),세븐일레븐 성산행운점,192354.610969343,451355.271253347
PHMH320193120033087500004,영업/정상,서울특별시 서대문구 충정로 70 웨스트게이트타워 102호 (미근동),씨유 뉴웨스트타워점,196961.574307652,451394.163765863
PHMH320183040033087500024,영업/정상,서울특별시 광진구 자양로18길 16 1층 (구의동),씨유뉴광진구의점,207391.718494455,448364.314137166
PHMH320223120033087500010,영업/정상,서울특별시 서대문구 증가로6길 66 1층 (홍은동),씨유 홍은명지점,193540.256045395,452937.766917736
PHMH320223060034087500018,영업/정상,서울특별시 중랑구 신내로7나길 20 1층 (상봉동),씨유상봉건영점,208312.725195146,455472.878357232
PHMH320223050034087500015,영업/정상,서울특별시 동대문구 서울시립대로2길 60(답십리동),씨유 답십리점,204254.260169616,452250.533691528
PHMH320223030033087500017,영업/정상,서울특별시 성동구 무학로 33 151동 1층 102호 (하왕십리동 텐즈힐),GS25 왕십리텐즈힐점,202401.066045195,451809.190992068
PHMH320223240033087500026,영업/정상,서울특별시 강동구 천중로17길 30 1층 (천호동),세븐일레븐 강동초교점,211502.948557835,449333.632712926
PHMH320223210034087500016,영업/정상,서울특별시 서초구 매헌로16길 6 1층 (양재동),지에스25 양재매헌점,203021.730728799,440569.770968036
PHMH320223190033087500013,영업/정상,서울특별시 동작구 등용로 101 102103호 (대방동 한스빌),지에스25뉴대방등용,193906.137933354,445340.614893324
PHMH320223160034087500013,영업/정상,서울특별시 구로구 디지털로33길 48 대륭포스트타워7차 1층 103호 (구로동),씨유 구로대륭7차점,190609.413674522,442782.030555155
PHMH320223020033087500014,영업/정상,서울특별시 용산구 신흥로 149 1층 (후암동),주식회사 지에스25후암본,198299.452296011,449352.510594155
PHMH320153130033087500028,영업/정상,서울특별시 마포구 굴레방로1길 25 제지2층 제상가109호 (아현동 애오개아이파크),세븐일레븐 아현점,196043.165226453,450175.069333285
PHMH320153020033087500007,영업/정상,서울특별시 용산구 회나무로26길 12 103호 (이태원동),이마트24 R이태원점,199155.510674512,448589.384221511
PHMH320223190033087500009,영업/정상,서울특별시 동작구 매봉로 42 1층 (상도1동),씨유 상도하나점,195643.676242092,444939.680986314
PHMH320213150037087500009,영업/정상,서울특별시 강서구 공항대로 509 우림보보카운티뷰오피스텔 1층 103-2 104-1호 (등촌동),씨유 등촌보보카운티점,187851.458569291,450002.657772859
PHMH320193100034087500025,영업/정상,서울특별시 노원구 섬밭로 232 상가동 101107111호 (하계동 현대아파트우성아파트),GS25하계타운점,205789.71844701,459389.694394683
PHMH320143060034087500021,영업/정상,서울특별시 중랑구 답십리로75길 70 (면목동),GS25 중랑경남점,207083.918383325,452504.829852921
PHMH320123050034087500011,영업/정상,서울특별시 동대문구 사가정로 230 (장안동),지에스25 장안2동점,206145.80238222,452920.225326078
PHMH320223090033087500011,영업/정상,서울특별시 도봉구 해등로 189 삼익세라믹아파트상가 지하층 제1호 제10호 (쌍문동),씨유 쌍문삼익점,203034.367076332,461652.607571422
PHMH320223130033087500015,영업/정상,서울특별시 마포구 고산길 85 1층 일부 (노고산동),(주)코리아세븐 노고산타운점,194764.991538329,450293.024811191
PHMH320223200033087500027,영업/정상,서울특별시 관악구 서림3길 18 그린원룸 1층 (신림동),세븐일레븐 드림고시촌점,194595.589744923,441238.901097814
PHMH320213060034087500017,영업/정상,서울특별시 중랑구 동일로130길 53 1층 (중화동),미니스톱 중화하나점,207235.709398233,455330.872024508
PHMH320173070034087500010,영업/정상,서울특별시 성북구 한천로71길 26 1층 (석관동),이마트24 석관중앙점,205456.61307902,456293.783759124
PHMH320223220033087500024,영업/정상,서울특별시 강남구 논현로149길 50(논현동),GS25강남영동점,202096.350329519,446125.304672702
PHMH320163080033087500036,영업/정상,서울특별시 강북구 삼양로 497 씨엘빌딩 1층 (수유동),GS25 강북수유점,201196.612951455,460569.684262904
PHMH320123200033087500159,영업/정상,서울특별시 관악구 행운2길 46 1층 101호 (봉천동 참오피스텔),씨유 행운야베스점,196510.550099131,441825.477206866
PHMH320123240033087500088,영업/정상,서울특별시 강동구 진황도로 17-1(천호동),씨유 뉴강동블루점,211382.149783782,448597.508491214
PHMH320223070034087500023,영업/정상,서울특별시 성북구 고려대로27길 24-1 1층 (안암동5가),㈜코리아세븐 성북고대원룸점,202570.044887723,453912.730017478
PHMH320223000034087500010,영업/정상,서울특별시 종로구 창경궁로 236 1층 (명륜4가),씨유 명륜성대점,199821.627625442,453360.147414481
PHMH320223030033087500014,영업/정상,서울특별시 성동구 왕십리광장로 17 왕십리민자역사 지상1층 C-03호 (행당동),씨유 왕십리민자역사점,203321.562330114,451001.868687869
PHMH320123040033087500048,영업/정상,서울특별시 광진구 자양로19길 10 1층 (자양동),씨유뉴광진구청점,207227.653091786,448557.471095408
PHMH320223090033087500012,영업/정상,서울특별시 도봉구 방학로3길 108 1층 (쌍문동),(주)코리아세븐 도봉본점,203337.577030395,461792.781851549
PHMH320223190033087500010,영업/정상,서울특별시 동작구 노량진로 165 1층 (노량진동),(주)비지에프리테일 노량진합격도시락점,195010.246255229,445767.011414732
PHMH320223100034087500014,영업/정상,서울특별시 노원구 한글비석로 411(상계동),롯데씨브이에스711(주)상계점,206164.229590529,462099.408212907
PHMH320223130033087500016,영업/정상,서울특별시 마포구 월드컵북로27길 41 1층 (성산동),씨유 성산홈타운점,191782.733686282,451551.477047944
PHMH320223030033087500015,영업/정상,서울특별시 성동구 아차산로 49 서울숲 코오롱디지털타워 Ⅲ 1층 106-2호 (성수동1가),씨유 성수디지털타워점,204323.651283128,449401.651913139
PHMH320223220033087500021,영업/정상,서울특별시 강남구 압구정로 344 1층 4호 (신사동),(주)코리아세븐 압구정로데오점,203453.145266765,447272.66608524
PHMH320223190033087500011,영업/정상,서울특별시 동작구 사당로23길 2 1층 (사당동),(주)코리아세븐 동작남성점,197932.705115187,442444.633414719
PHMH320223240033087500020,영업/정상,서울특별시 강동구 명일로 275 정혜빌딩 1층 (길동),지에스(GS)25 길동삼익점,212969.636926918,449019.341480048
